Text,Label,Processed_Text,Tokenized
create_external_account,re-enable my external account please,createexternalaccount,[11]
create_external_account,create ext a/c,createexternalaccount,[11]
create_external_account,new ext account,createexternalaccount,[11]
create_external_account,where can i find the steps on creating external accounts?,createexternalaccount,[11]
create_external_account,i need to begin the external account creation process,createexternalaccount,[11]
create_external_account,can you eable my ernal employee account?,createexternalaccount,[11]
create_external_account,create email account for external employee,createexternalaccount,[11]
create_external_account,"external account creation, need help",createexternalaccount,[11]
create_external_account,how does one make a new external account?,createexternalaccount,[11]
create_external_account,help me to create an external account,createexternalaccount,[11]
create_external_account,what should i'do to create an external account?,createexternalaccount,[11]
create_external_account,can you tell me about creating an external account?,createexternalaccount,[11]
create_external_account,help me with creating an external account,createexternalaccount,[11]
create_external_account,where can i see ways to have external accounts created?,createexternalaccount,[11]
create_external_account,create ext. account,createexternalaccount,[11]
create_external_account,can you tell me how i can create an external account?,createexternalaccount,[11]
create_external_account,will you show me how to create an external account?,createexternalaccount,[11]
create_external_account,can you tell me how to create an external account?,createexternalaccount,[11]
create_external_account,i really need you to create a external account,createexternalaccount,[11]
create_external_account,how is a external account made?,createexternalaccount,[11]
create_external_account,create a new account,createexternalaccount,[11]
create_external_account,create external a/c,createexternalaccount,[11]
create_external_account,i'm confused on external account creating?,createexternalaccount,[11]
create_external_account,how do i go about making a new external account?,createexternalaccount,[11]
create_external_account,steps for enabling external employee account,createexternalaccount,[11]
create_external_account,help me create an external account.,createexternalaccount,[11]
create_external_account,can a custom make their own external account?,createexternalaccount,[11]
create_external_account,how do i have an email created for a external user,createexternalaccount,[11]
create_external_account,what is the process for creating an external account?,createexternalaccount,[11]
create_external_account,i want to create external accounts,createexternalaccount,[11]
create_external_account,how can i start a external account,createexternalaccount,[11]
create_external_account,help with external account creation,createexternalaccount,[11]
create_external_account,can i get some help creating an external account?,createexternalaccount,[11]
create_external_account,any help on how to get a new external account created?,createexternalaccount,[11]
create_external_account,could someone help me in creating an external account?,createexternalaccount,[11]
create_external_account,can you show me how to make a external account?,createexternalaccount,[11]
create_external_account,apply for a new account,createexternalaccount,[11]
create_external_account,can someone give me a hand creating an external account?,createexternalaccount,[11]
create_external_account,need to know how to start a external account,createexternalaccount,[11]
create_external_account,account creation for ext. employees,createexternalaccount,[11]
create_external_account,how can i open a external account?,createexternalaccount,[11]
create_external_account,what can you tell me about external account creation?,createexternalaccount,[11]
create_external_account,how do i create a new external account?,createexternalaccount,[11]
create_external_account,i need to make a new external account.,createexternalaccount,[11]
create_external_account,are there steps that i can find to creating external accounts?,createexternalaccount,[11]
create_external_account,can you help me create an external account?,createexternalaccount,[11]
create_external_account,how to do external account opening?,createexternalaccount,[11]
create_external_account,create signify account of an external,createexternalaccount,[11]
create_external_account,can i get some help to create external accounts?,createexternalaccount,[11]
create_external_account,can you create an external account?,createexternalaccount,[11]
create_external_account,how would i make a external account?,createexternalaccount,[11]
create_external_account,how do external accounts get made?,createexternalaccount,[11]
create_external_account,how do i make a external account?,createexternalaccount,[11]
create_external_account,open external accounts,createexternalaccount,[11]
create_external_account,create an external account,createexternalaccount,[11]
create_external_account,create external acc,createexternalaccount,[11]
create_external_account,how do i start a external account?,createexternalaccount,[11]
create_external_account,how do i create an external account?,createexternalaccount,[11]
create_external_account,"help me with creating external account, i'donâ€™t know how",createexternalaccount,[11]
create_external_account,what is the process for opening a external account?,createexternalaccount,[11]
create_external_account,can you explain how i would make a external account?,createexternalaccount,[11]
create_external_account,please create external account,createexternalaccount,[11]
create_external_account,are you able to help me create an external account?,createexternalaccount,[11]
create_external_account,is it hard to make a external account?,createexternalaccount,[11]
create_external_account,i would like to know how to create an external account.,createexternalaccount,[11]
create_external_account,help me with creating external accounts,createexternalaccount,[11]
create_external_account,what do i'do in order to make a external account?,createexternalaccount,[11]
create_external_account,ext a/c creation,createexternalaccount,[11]
create_external_account,how do i get a external account opened?,createexternalaccount,[11]
create_external_account,how difficult is it to start a external account?,createexternalaccount,[11]
create_external_account,i'don't know how to create external accounts?,createexternalaccount,[11]
create_external_account,could you create a new external account for me?,createexternalaccount,[11]
create_external_account,can you walk me through how to create an external account?,createexternalaccount,[11]
create_external_account,could i get some help with creating an external account?,createexternalaccount,[11]
create_external_account,could someone show me how to create an external account?,createexternalaccount,[11]
create_external_account,where do i go to make a external account?,createexternalaccount,[11]
create_external_account,how can i make a external account,createexternalaccount,[11]
create_external_account,external account create,createexternalaccount,[11]
create_external_account,what is the best way to create an external account?,createexternalaccount,[11]
create_external_account,can i get some help in creating external accounts?,createexternalaccount,[11]
create_external_account,create one external account for me,createexternalaccount,[11]
create_external_account,assist me in creating new ext account,createexternalaccount,[11]
create_external_account,apply for an account,createexternalaccount,[11]
create_external_account,can you assist me in creating new ext account,createexternalaccount,[11]
create_external_account,can someone show me how to create external accounts?,createexternalaccount,[11]
create_external_account,i want to know how to create an external account.,createexternalaccount,[11]
create_external_account,"i need to create an external account, and i'don't know how.",createexternalaccount,[11]
create_external_account,create new ext account,createexternalaccount,[11]
create_external_account,how do i open a new external account?,createexternalaccount,[11]
create_external_account,have a external account created please,createexternalaccount,[11]
create_external_account,what do i'do to make a external account?,createexternalaccount,[11]
create_external_account,create new sap user account,createexternalaccount,[11]
create_external_account,how am i able to create an external account?,createexternalaccount,[11]
create_external_account,i need help creating an external account.,createexternalaccount,[11]
create_external_account,what is the external account creation process like?,createexternalaccount,[11]
create_external_account,create ext acc,createexternalaccount,[11]
create_external_account,needed you to create a external account for me,createexternalaccount,[11]
create_external_account,create new user account,createexternalaccount,[11]
create_external_account,what is the process to create an external account?,createexternalaccount,[11]
create_external_account,can you help me with external accounts?,createexternalaccount,[11]
create_external_account,how can i re-enable an external account?,createexternalaccount,[11]
create_external_account,what are the details for creating an external account?,createexternalaccount,[11]
create_external_account,apply for another account,createexternalaccount,[11]
user_feedback,my question is not answered,userfeedback,[9]
user_feedback,would you mind telling me how to go about providing some feedback on a recently implemented feature please?,userfeedback,[9]
user_feedback,is there an option to give feedback,userfeedback,[9]
user_feedback,can you show me how to leave feedback?,userfeedback,[9]
user_feedback,do i have an option to give my feedback,userfeedback,[9]
user_feedback,what kind of feedback can i give?,userfeedback,[9]
user_feedback,give some suggestions,userfeedback,[9]
user_feedback,who do i report an issue to?,userfeedback,[9]
user_feedback,user feedback,userfeedback,[9]
user_feedback,i am trying to report a certain issue. can you help me with this problem?,userfeedback,[9]
user_feedback,where can a leave a feedback rating?,userfeedback,[9]
user_feedback,"i have some rating i want to give, how to do that?",userfeedback,[9]
user_feedback,can you tell me where i report issues?,userfeedback,[9]
user_feedback,how to i report missing functionality?,userfeedback,[9]
user_feedback,can you tell me where i can give feedback ratings?,userfeedback,[9]
user_feedback,where can i report issues?,userfeedback,[9]
user_feedback,where can i leave a feedback rating?,userfeedback,[9]
user_feedback,"i want to give feedback, where can i leave a rating?",userfeedback,[9]
user_feedback,where should i leave a rating?,userfeedback,[9]
user_feedback,"i'd like to provide some constructive feedback about a recently revised feature, but i have no idea where one might go if they have feedback they would like to provide.",userfeedback,[9]
user_feedback,is there a place for user's to give feedback or ratings?,userfeedback,[9]
user_feedback,"you were great, i want to give feedback",userfeedback,[9]
user_feedback,i'd like to learn more about user feedback.,userfeedback,[9]
user_feedback,where is the proper place to report this issue?,userfeedback,[9]
user_feedback,i'm looking for assistance with user feedback.,userfeedback,[9]
user_feedback,can you explain the user feedback to me?,userfeedback,[9]
user_feedback,where do i report issues?,userfeedback,[9]
user_feedback,can you tell me what my options are to give feedback?,userfeedback,[9]
user_feedback,"it did not help me, i want to give feedback",userfeedback,[9]
user_feedback,i'd like to get a little assistance for the correct way to report this issue.,userfeedback,[9]
user_feedback,can you show me the way to report a functionality that i'don't like?,userfeedback,[9]
user_feedback,user review,userfeedback,[9]
user_feedback,improve thea performance,userfeedback,[9]
user_feedback,i'don't know how to give a rating.,userfeedback,[9]
user_feedback,can you tell me where i can leave some feedback ratings at?,userfeedback,[9]
user_feedback,i need to report missing functionality.,userfeedback,[9]
user_feedback,i'm having an issue and i need help reporting it.,userfeedback,[9]
user_feedback,how is a rating given?,userfeedback,[9]
user_feedback,where would the feedback option be?,userfeedback,[9]
user_feedback,how does a person give feedback on this,userfeedback,[9]
user_feedback,how can i report a missing functionality?,userfeedback,[9]
user_feedback,how do i give a rating?,userfeedback,[9]
user_feedback,i want to rate it,userfeedback,[9]
user_feedback,do i have an option to give my review,userfeedback,[9]
user_feedback,can i provide a feedback,userfeedback,[9]
user_feedback,how do i start to make a rating?,userfeedback,[9]
user_feedback,where can i give feedback,userfeedback,[9]
user_feedback,need to share my opinion,userfeedback,[9]
user_feedback,"can i ask to add more functionality, i like it",userfeedback,[9]
user_feedback,does the company have a feedback form?,userfeedback,[9]
user_feedback,where can a customer give feedback or ratings?,userfeedback,[9]
user_feedback,"i would like to leave a rating for feedback, where can i'do that?",userfeedback,[9]
user_feedback,could you show me where the feedback option would be?,userfeedback,[9]
user_feedback,can there be a rating done,userfeedback,[9]
user_feedback,"during my day i have gathered feedback to give, can i tell you it?",userfeedback,[9]
user_feedback,who can i report feedback to?,userfeedback,[9]
user_feedback,where are ratings usually left?,userfeedback,[9]
user_feedback,i have to give comments,userfeedback,[9]
user_feedback,how do i leave a review on the website for software?,userfeedback,[9]
user_feedback,can you tell me where i can leave a rating?,userfeedback,[9]
user_feedback,i need to give feedback,userfeedback,[9]
user_feedback,who do i contact if i have a problem to report?,userfeedback,[9]
user_feedback,i have a question regarding assistance with user feedback.,userfeedback,[9]
user_feedback,how would i report a missing functionality?,userfeedback,[9]
user_feedback,is there a place on the website that i can leave feedback or ratings on products i order from your company?,userfeedback,[9]
user_feedback,is there a form to fill out for feedback because the functionality of this is horrible.,userfeedback,[9]
user_feedback,need to report issue,userfeedback,[9]
user_feedback,what are the steps for me to make a missing functionality report?,userfeedback,[9]
user_feedback,how does user feedback work?,userfeedback,[9]
user_feedback,can i leave a review somewhere about how functional this is?,userfeedback,[9]
user_feedback,unable to find answer,userfeedback,[9]
user_feedback,show me how to give a rating.,userfeedback,[9]
user_feedback,i want to mention about an issue,userfeedback,[9]
user_feedback,can you help me access user feedback?,userfeedback,[9]
user_feedback,where would i leave a review about a functionality that i'don't like?,userfeedback,[9]
user_feedback,where can i leave feedback?,userfeedback,[9]
user_feedback,need to improve,userfeedback,[9]
user_feedback,who can i leave my feedback with?,userfeedback,[9]
user_feedback,i need help with user feedback,userfeedback,[9]
user_feedback,can i give my review,userfeedback,[9]
user_feedback,please help me with user feedback,userfeedback,[9]
user_feedback,i had to mention about a missing functionality,userfeedback,[9]
user_feedback,i'd like to report an issue.,userfeedback,[9]
user_feedback,is feedback option available,userfeedback,[9]
user_feedback,where do i go if i want to report a specific issue that i am having?,userfeedback,[9]
user_feedback,i want to comment,userfeedback,[9]
user_feedback,user rating,userfeedback,[9]
user_feedback,how can i give some user feedback on your services?,userfeedback,[9]
user_feedback,how can one do an evaluation?,userfeedback,[9]
user_feedback,where should i go if i'd like to provide some user feedback?,userfeedback,[9]
user_feedback,i have an issue i need to report.,userfeedback,[9]
user_feedback,please tell me about user feedback,userfeedback,[9]
user_feedback,where can i get information about feedback,userfeedback,[9]
user_feedback,a user would like to know how to give feedback or ratings.,userfeedback,[9]
user_feedback,where is the feedback option?,userfeedback,[9]
user_feedback,"i'm interested in providing some feedback, but wasn't quite sure as to where i should go to do this. would you be able to point me in the right direction please?",userfeedback,[9]
user_feedback,how do i leave feedback?,userfeedback,[9]
user_feedback,could you explain what to do when i want to report a missing functionality?,userfeedback,[9]
user_feedback,i have some feedback i would like to give.,userfeedback,[9]
user_feedback,how do i notify someone that a functionality is missing?,userfeedback,[9]
user_feedback,who do issues get reported to?,userfeedback,[9]
user_feedback,"i want to give some feedback, how would i'do that?",userfeedback,[9]
user_feedback,what can i'do for giving feedback,userfeedback,[9]
user_feedback,where do i go if i need to report an issue?,userfeedback,[9]
user_feedback,i need some user feedback,userfeedback,[9]
user_feedback,what is the protocol for giving feedback?,userfeedback,[9]
incident_check,do you have any incident details for me?,incidentcheck,[8]
incident_check,"if there are pending incidents, where do i find info on it?",incidentcheck,[8]
incident_check,bring up pending incident incidents,incidentcheck,[8]
incident_check,can you give me info on a pending incident?,incidentcheck,[8]
incident_check,can you walk me thru the steps for finding pending incidents?,incidentcheck,[8]
incident_check,"hi, i was wondering if i could see my pending incidents?",incidentcheck,[8]
incident_check,"if i need to look at pending incidents, how can i'do so?",incidentcheck,[8]
incident_check,how can i view all pending incidents,incidentcheck,[8]
incident_check,where can i look up the total number of pending incidents?,incidentcheck,[8]
incident_check,i was wondering whether it would be possible to peruse all of my existing it support incidents.,incidentcheck,[8]
incident_check,please give me information on pending incidents.,incidentcheck,[8]
incident_check,what are the steps to finding pending incidents?,incidentcheck,[8]
incident_check,"i'd like to check pending incidents, please.",incidentcheck,[8]
incident_check,view the list of my open incidents,incidentcheck,[8]
incident_check,have you seen any pending incidents?,incidentcheck,[8]
incident_check,i need to check on pending incidents.,incidentcheck,[8]
incident_check,i want to view list of my open incidents,incidentcheck,[8]
incident_check,assistance for pending incidents,incidentcheck,[8]
incident_check,do you see any pending incidents for me?,incidentcheck,[8]
incident_check,can someone tell me the steps for finding pending incidents?,incidentcheck,[8]
incident_check,where's the info on pending incidents?,incidentcheck,[8]
incident_check,what are the pending requests that need my incident,incidentcheck,[8]
incident_check,i would like to check any incidents that are pending.,incidentcheck,[8]
incident_check,where can i view the total number of pending incidents?,incidentcheck,[8]
incident_check,"for incidents, where can i see all that are pending?",incidentcheck,[8]
incident_check,is there a pr incident pending on me?,incidentcheck,[8]
incident_check,where can i go in order to look at pending incidents?,incidentcheck,[8]
incident_check,can you please give me a list of pending incidents?,incidentcheck,[8]
incident_check,can i get an update on a pending incident?,incidentcheck,[8]
incident_check,need to see list of my open incidents,incidentcheck,[8]
incident_check,where can i find a list of pending incident incidents?,incidentcheck,[8]
incident_check,how long do check pending incidents take?,incidentcheck,[8]
incident_check,can you tell me about the pending incidents i have?,incidentcheck,[8]
incident_check,give pending incidents information please,incidentcheck,[8]
incident_check,incident details,incidentcheck,[8]
incident_check,how do i approve a incident request that is pending?,incidentcheck,[8]
incident_check,would it be possible to view all of my pending it support incidents?,incidentcheck,[8]
incident_check,check pending incidents for me?,incidentcheck,[8]
incident_check,are there any incidents still pending?,incidentcheck,[8]
incident_check,can u show a list of those pending incidents?,incidentcheck,[8]
incident_check,how many open incidents do i have?,incidentcheck,[8]
incident_check,pending incident,incidentcheck,[8]
incident_check,i need some details on a pending incident?,incidentcheck,[8]
incident_check,i would like to know all of the pending incidents.,incidentcheck,[8]
incident_check,how do i figure out the total number of pending incidents?,incidentcheck,[8]
incident_check,i would like to look at pending incidents,incidentcheck,[8]
incident_check,what's the info on a pending incident?,incidentcheck,[8]
incident_check,how do i know the total number of pending incidents?,incidentcheck,[8]
incident_check,what are the incident details?,incidentcheck,[8]
incident_check,how do i check out the details on incidents pending?,incidentcheck,[8]
incident_check,check pending incidents,incidentcheck,[8]
incident_check,so no update to my incidents any help?,incidentcheck,[8]
incident_check,are there any pending incidents currently?,incidentcheck,[8]
incident_check,are there any pending incidents?,incidentcheck,[8]
incident_check,how can i see the total number of pending incidents?,incidentcheck,[8]
incident_check,how do i'determine the total number of pending incidents?,incidentcheck,[8]
incident_check,i need to know more about the pending incidents.,incidentcheck,[8]
incident_check,i really need to know what pending incidents there are.,incidentcheck,[8]
incident_check,what can you tell me about my pending incidents?,incidentcheck,[8]
incident_check,look up it ticket,incidentcheck,[8]
incident_check,"hello, may i see if there are any pending incidents?",incidentcheck,[8]
incident_check,i need to approve pending incident requests,incidentcheck,[8]
incident_check,can you tell me about a pending incident?,incidentcheck,[8]
incident_check,i need help with my pending incidents?,incidentcheck,[8]
incident_check,is there a way to view all pending incidents,incidentcheck,[8]
incident_check,view list of all my open incidents,incidentcheck,[8]
incident_check,where can i find the amount of incidents that are pending?,incidentcheck,[8]
incident_check,i want information on pending incidents.,incidentcheck,[8]
incident_check,information about pending prs incidents,incidentcheck,[8]
incident_check,i would like some info about pending incidents.,incidentcheck,[8]
incident_check,can you help me with these pending incidents?,incidentcheck,[8]
incident_check,the no. of incidents that are pending is found where?,incidentcheck,[8]
incident_check,is it possible to take a look at all of my pending it support incidents?,incidentcheck,[8]
incident_check,what is the no. of pending incidents?,incidentcheck,[8]
incident_check,do i have any open incidents pending incident,incidentcheck,[8]
incident_check,can i get an update on a open incident,incidentcheck,[8]
incident_check,pending incidents information,incidentcheck,[8]
incident_check,"i need to look at pending incidents, how can i'do so?",incidentcheck,[8]
incident_check,where can i see a list of pending incidents?,incidentcheck,[8]
incident_check,more then one pending incidents is still pending any help?,incidentcheck,[8]
incident_check,any incidents showing as pending for me?,incidentcheck,[8]
incident_check,update inc00403364 asap,incidentcheck,[8]
incident_check,i'd like you to show me where i can find my pending incidents.,incidentcheck,[8]
incident_check,i'd like to check some pending incidents.,incidentcheck,[8]
incident_check,do you know if i have any pending incidents?,incidentcheck,[8]
incident_check,can i get some details on a pending issue?,incidentcheck,[8]
incident_check,do you know where i can find all the pending incidents?,incidentcheck,[8]
incident_check,is it possible to view all pending incidents,incidentcheck,[8]
incident_check,i'm confused about these current pending incidents.,incidentcheck,[8]
incident_check,"to look at pending incidents, where do i go?",incidentcheck,[8]
incident_check,get details of my incident please,incidentcheck,[8]
incident_check,can you tell me if i have pending incidents?,incidentcheck,[8]
incident_check,is my incident resloved?,incidentcheck,[8]
incident_check,where can i find my incident details,incidentcheck,[8]
incident_check,need information on pending incidents.,incidentcheck,[8]
incident_check,pull up all the pending incidents,incidentcheck,[8]
incident_check,i need to see all my pending incidents please.,incidentcheck,[8]
incident_check,would you mind checking the pending incidents?,incidentcheck,[8]
incident_check,have reported some pending incidents as they have not even been opened yet.,incidentcheck,[8]
incident_check,can you check on any pending incidents?,incidentcheck,[8]
incident_check,want to know my incident details,incidentcheck,[8]
incident_check,update inc00403364,incidentcheck,[8]
incident_check,i want to approve pending incident requests,incidentcheck,[8]
incident_check,open incidents,incidentcheck,[8]
incident_check,need to update inc00403364,incidentcheck,[8]
incident_check,i want to see the pending incidents list,incidentcheck,[8]
incident_check,can you check to see if i have pending incidents?,incidentcheck,[8]
disable_external_account,can you please disable my external account which is in enable right now?,disableexternalaccount,[26]
disable_external_account,My external account has disabled how do I disable it?,disableexternalaccount,[26]
disable_external_account,I want to disable the external account which is in enable state right now,disableexternalaccount,[26]
disable_external_account,Disable external account,disableexternalaccount,[26]
disable_external_account,where can I find info on how to deactivate an external account?,disableexternalaccount,[26]
disable_external_account,How can I disable a external account?,disableexternalaccount,[26]
disable_external_account,i want to disable my ext acc which is in enable state right now,disableexternalaccount,[26]
disable_external_account,Existing external account deletion steps,disableexternalaccount,[26]
disable_external_account,need to disable multiple external accounts,disableexternalaccount,[26]
disable_external_account,How do I disable this external account I need to start using?,disableexternalaccount,[26]
disable_external_account,Can I get some instructions on how to disable a external account?,disableexternalaccount,[26]
disable_external_account,I need to know what to do to disable external account,disableexternalaccount,[26]
disable_external_account,how does one do Existing external account deletion?,disableexternalaccount,[26]
disable_external_account,how to delete account,disableexternalaccount,[26]
disable_external_account,Delete an existing external account,disableexternalaccount,[26]
disable_external_account,Can you disable an ext acc for me?,disableexternalaccount,[26]
disable_external_account,employee account deactivation process,disableexternalaccount,[26]
disable_external_account,need to disable my external account,disableexternalaccount,[26]
disable_external_account,deleting existing external account,disableexternalaccount,[26]
disable_external_account,I want to disable an external account,disableexternalaccount,[26]
disable_external_account,want to delete an external account,disableexternalaccount,[26]
disable_external_account,I want to delete one external account,disableexternalaccount,[26]
disable_external_account,Delete external account,disableexternalaccount,[26]
disable_external_account,can you help me delete my existing external account?,disableexternalaccount,[26]
disable_external_account,need to disable an external account,disableexternalaccount,[26]
disable_external_account,disable all my external accounts,disableexternalaccount,[26]
disable_external_account,Existing external account delete please,disableexternalaccount,[26]
disable_external_account,disable all these external accounts,disableexternalaccount,[26]
disable_external_account,I need to get a new external account disabled.,disableexternalaccount,[26]
disable_external_account,i want to disable my external account which is enables right now,disableexternalaccount,[26]
disable_external_account,Can you help me get my external account disabled.,disableexternalaccount,[26]
disable_external_account,Can you get someone to help me so I can disable the external accounts?,disableexternalaccount,[26]
disable_external_account,Delete an external account,disableexternalaccount,[26]
disable_external_account,I want to disable an ext acc,disableexternalaccount,[26]
disable_external_account,how to disable guest account?,disableexternalaccount,[26]
disable_external_account,instructions for external account disablement,disableexternalaccount,[26]
disable_external_account,Could you disable my external account which is in enable state right now?,disableexternalaccount,[26]
disable_external_account,disable my external account please,disableexternalaccount,[26]
disable_external_account,deactivate an external account for me,disableexternalaccount,[26]
disable_external_account,guide to disable external accounts,disableexternalaccount,[26]
disable_external_account,Delete this external account,disableexternalaccount,[26]
disable_external_account,can you disable my external account which is in enable state now?,disableexternalaccount,[26]
disable_external_account,Can you disable an external account for me?,disableexternalaccount,[26]
disable_external_account,can you tell me how can I disable all my external accounts,disableexternalaccount,[26]
disable_external_account,external account disablement,disableexternalaccount,[26]
disable_external_account,Can you tell me how a external account can be disabled?,disableexternalaccount,[26]
disable_external_account,can I disable more than one external account at a time?,disableexternalaccount,[26]
disable_external_account,steps to disable ext acc,disableexternalaccount,[26]
disable_external_account,How do I disable ext accs?,disableexternalaccount,[26]
disable_external_account,not sure about employee account deactivation,disableexternalaccount,[26]
disable_external_account,how do I disable my external account,disableexternalaccount,[26]
disable_external_account,procedure to disable external accounts,disableexternalaccount,[26]
disable_external_account,steps to disable external account,disableexternalaccount,[26]
disable_external_account,deactivate external account,disableexternalaccount,[26]
disable_external_account,i want to disable my external account which is enabled right now,disableexternalaccount,[26]
disable_external_account,disable all my guest accounts,disableexternalaccount,[26]
disable_external_account,Existing external account delete asap,disableexternalaccount,[26]
disable_external_account,can you delete an external account,disableexternalaccount,[26]
disable_external_account,how to disable external account?,disableexternalaccount,[26]
disable_external_account,can you help me to delete an external account,disableexternalaccount,[26]
disable_external_account,How do I disable external accounts?,disableexternalaccount,[26]
disable_external_account,not sure how to disable ext accs,disableexternalaccount,[26]
disable_external_account,delete my account,disableexternalaccount,[26]
disable_external_account,Can I request to disable external account,disableexternalaccount,[26]
disable_external_account,not sure how to disable external accounts,disableexternalaccount,[26]
disable_external_account,Can you show me how to disable a external account?,disableexternalaccount,[26]
disable_external_account,steps to disable guest account,disableexternalaccount,[26]
disable_external_account,steps for disabling external account,disableexternalaccount,[26]
disable_external_account,How do I get someone to help me getting external accounts disabled.,disableexternalaccount,[26]
disable_external_account,I need some guidance to disable external accounts,disableexternalaccount,[26]
disable_external_account,can you help me to disable my external account,disableexternalaccount,[26]
disable_external_account,what's the process to disable my external account,disableexternalaccount,[26]
disable_external_account,don't know about deleting existing external account,disableexternalaccount,[26]
disable_external_account,can you disable external account,disableexternalaccount,[26]
disable_external_account,any idea on deleting existing external account?,disableexternalaccount,[26]
extend_bulk_acc_access,What needs to be done in order to extend the duration of access to a large number of external accts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,I need to know why it's not possible to have a one shot extension of all external access accounts..,extendbulkaccaccess,[5]
extend_bulk_acc_access,"bulk account access extension, how to",extendbulkaccaccess,[5]
extend_bulk_acc_access,Can you tell me the path to grant guest access for accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Where do I start in adding extended bulk account access?,extendbulkaccaccess,[5]
extend_bulk_acc_access,show me how to extend external access for accounts in bulk if possible,extendbulkaccaccess,[5]
extend_bulk_acc_access,How can I grant bulk access extension on guest accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,"for bulk, can i extend external access",extendbulkaccaccess,[5]
extend_bulk_acc_access,"For guest account access, can you extend them in bulk?",extendbulkaccaccess,[5]
extend_bulk_acc_access,let me know how to extend access aspects with 10 guest accounts,extendbulkaccaccess,[5]
extend_bulk_acc_access,how to extend external access for all account in one set,extendbulkaccaccess,[5]
extend_bulk_acc_access,Can you tell me how to extend access for the external accounts in bulk?,extendbulkaccaccess,[5]
extend_bulk_acc_access,extension of LUX account,extendbulkaccaccess,[5]
extend_bulk_acc_access,Can you show me how to add 8-10 guest accounts at one go?,extendbulkaccaccess,[5]
extend_bulk_acc_access,What needs to happen to extend external access for bulk accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,extend multiple account,extendbulkaccaccess,[5]
extend_bulk_acc_access,I want to request an extension for external accounts,extendbulkaccaccess,[5]
extend_bulk_acc_access,Can you extend access in bulk for these accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,tell me how to do an extension of access to functional accounts in bulk,extendbulkaccaccess,[5]
extend_bulk_acc_access,is there any way to do a bulk extension of access for guest accounts,extendbulkaccaccess,[5]
extend_bulk_acc_access,I have several external accounts that need the access period increased.,extendbulkaccaccess,[5]
extend_bulk_acc_access,help me extend multiple account,extendbulkaccaccess,[5]
extend_bulk_acc_access,I want to extend multiple account,extendbulkaccaccess,[5]
extend_bulk_acc_access,Would you mind explaining how to extend access for the external accounts in bulk?,extendbulkaccaccess,[5]
extend_bulk_acc_access,I need to extend the external access for all accounts in a bulk setting,extendbulkaccaccess,[5]
extend_bulk_acc_access,"account, many of them, need extensions",extendbulkaccaccess,[5]
extend_bulk_acc_access,please extend multiple account,extendbulkaccaccess,[5]
extend_bulk_acc_access,Who can help me grant an extension of access on guest accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Please provide me with the procedure for extending the duration of external access to a bulk batch of accts.,extendbulkaccaccess,[5]
extend_bulk_acc_access,Who can extend access to external accounts all at once?,extendbulkaccaccess,[5]
extend_bulk_acc_access,how am I to extend the guest access on this,extendbulkaccaccess,[5]
extend_bulk_acc_access,I need to bulk remove extended access from guest accounts.,extendbulkaccaccess,[5]
extend_bulk_acc_access,"account access, how to extend it in a bulk aspect",extendbulkaccaccess,[5]
extend_bulk_acc_access,I am looking to get information on extending external access,extendbulkaccaccess,[5]
extend_bulk_acc_access,I would like all external accounts to have their access extended,extendbulkaccaccess,[5]
extend_bulk_acc_access,how to extend access for guest accounts for 10 accounts at once,extendbulkaccaccess,[5]
extend_bulk_acc_access,I've got a lot of accounts that I need to extend guest access to.,extendbulkaccaccess,[5]
extend_bulk_acc_access,Is it possible to extend bulk guest account access?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Is it possible to extend access for multiple guest accounts in one go?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Can I extend access of functional accounts in bulk?,extendbulkaccaccess,[5]
extend_bulk_acc_access,is there any way to do an extension of access to functional account in bulk,extendbulkaccaccess,[5]
extend_bulk_acc_access,how is the extension done on external accounts,extendbulkaccaccess,[5]
extend_bulk_acc_access,I would like to bulk add 8-10 guest accounts.,extendbulkaccaccess,[5]
extend_bulk_acc_access,I would like to have access extensions for external accounts in bulk,extendbulkaccaccess,[5]
extend_bulk_acc_access,why can't I get to all account access,extendbulkaccaccess,[5]
extend_bulk_acc_access,let me get the extended access removed,extendbulkaccaccess,[5]
extend_bulk_acc_access,"for a number of accounts at once, how to extend access",extendbulkaccaccess,[5]
extend_bulk_acc_access,extend a lux account,extendbulkaccaccess,[5]
extend_bulk_acc_access,is there any way to extend external access for accounts in bulk,extendbulkaccaccess,[5]
extend_bulk_acc_access,How would one start to extend bulk account access?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Why can't I have all external accounts extended at once?,extendbulkaccaccess,[5]
extend_bulk_acc_access,Can I extend guest access for bulk accounts?,extendbulkaccaccess,[5]
extend_bulk_acc_access,I want to bulk allow access for functional accounts,extendbulkaccaccess,[5]
extend_bulk_acc_access,"extending external access, how to do this for an account",extendbulkaccaccess,[5]
extend_bulk_acc_access,how is an extension done on bulk amounts of accounts,extendbulkaccaccess,[5]
